case_id,propulsion_case,changed_parameter,changed_value,raw_all_segment_min_thrust_margin_N,approach_only_corrected_margin_N,corrected_all_segment_min_thrust_margin_N,raw_low_thrust_margin,approach_only_corrected_low_thrust_margin,corrected_all_segment_low_thrust_margin,approach_only_model_sensitive,sizing_or_schedule_low_thrust,unmet_electric_load_Wh,conclusion_status_approach_corrected,conclusion_status_all_segment_corrected
V05-0014_baseline,baseline_fixed_cycle_turbofan,total_electric_power_W,6000000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0014_adaptive,adaptive_cycle_turbofan,total_electric_power_W,6000000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0014_hybrid,adaptive_cycle_plus_hybrid_electric,total_electric_power_W,6000000.0,-160182.61732821786,-19508.376539620134,-94120.74726379325,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0015_baseline,baseline_fixed_cycle_turbofan,total_electric_power_W,8000000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0015_adaptive,adaptive_cycle_turbofan,total_electric_power_W,8000000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0015_hybrid,adaptive_cycle_plus_hybrid_electric,total_electric_power_W,8000000.0,-146459.68075108583,-4924.420407461352,-77057.19997620893,True,True,True,False,True,56911.91906236186,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0016_baseline,baseline_fixed_cycle_turbofan,battery_capacity_Wh,250000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0016_adaptive,adaptive_cycle_turbofan,battery_capacity_Wh,250000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0016_hybrid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh,250000.0,-148370.73627487203,-19883.97747532894,-40967.66373910538,True,True,True,False,True,452453.33499661664,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0017_baseline,baseline_fixed_cycle_turbofan,battery_capacity_Wh,1000000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0017_adaptive,adaptive_cycle_turbofan,battery_capacity_Wh,1000000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0017_hybrid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh,1000000.0,-140938.0470509431,-1522.5911862984358,-42068.16183832049,True,True,True,False,True,8000.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0018_baseline,baseline_fixed_cycle_turbofan,max_generator_power_W_total,2000000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0018_adaptive,adaptive_cycle_turbofan,max_generator_power_W_total,2000000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0018_hybrid,adaptive_cycle_plus_hybrid_electric,max_generator_power_W_total,2000000.0,-169777.62432557126,-33673.7856682266,-41332.74771753933,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0019_baseline,baseline_fixed_cycle_turbofan,max_generator_power_W_total,4000000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0019_adaptive,adaptive_cycle_turbofan,max_generator_power_W_total,4000000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0019_hybrid,adaptive_cycle_plus_hybrid_electric,max_generator_power_W_total,4000000.0,-169813.04764992965,-33686.41247840974,-51756.53075580331,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0020_baseline,baseline_fixed_cycle_turbofan,max_generator_power_W_total,8000000.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0020_adaptive,adaptive_cycle_turbofan,max_generator_power_W_total,8000000.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0020_hybrid,adaptive_cycle_plus_hybrid_electric,max_generator_power_W_total,8000000.0,-169813.04764992965,-33686.41247840974,-51756.53075580331,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0021_baseline,baseline_fixed_cycle_turbofan,hybrid_mass_per_MW_kg,150.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0021_adaptive,adaptive_cycle_turbofan,hybrid_mass_per_MW_kg,150.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0021_hybrid,adaptive_cycle_plus_hybrid_electric,hybrid_mass_per_MW_kg,150.0,-145447.59201470713,-14255.401609227934,-41184.598689549806,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0022_baseline,baseline_fixed_cycle_turbofan,hybrid_mass_per_MW_kg,400.0,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0022_adaptive,adaptive_cycle_turbofan,hybrid_mass_per_MW_kg,400.0,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0022_hybrid,adaptive_cycle_plus_hybrid_electric,hybrid_mass_per_MW_kg,400.0,-148102.1342512753,-15202.159434050584,-41549.673239622294,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0023_baseline,baseline_fixed_cycle_turbofan,blown_flap_clmax_increment_fraction,0.1,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0023_adaptive,adaptive_cycle_turbofan,blown_flap_clmax_increment_fraction,0.1,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0023_hybrid,adaptive_cycle_plus_hybrid_electric,blown_flap_clmax_increment_fraction,0.1,-146505.56341178864,-14631.989715506847,-41330.10106467904,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0024_baseline,baseline_fixed_cycle_turbofan,blown_flap_clmax_increment_fraction,0.2,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0024_adaptive,adaptive_cycle_turbofan,blown_flap_clmax_increment_fraction,0.2,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0024_hybrid,adaptive_cycle_plus_hybrid_electric,blown_flap_clmax_increment_fraction,0.2,-146505.56341178864,-14631.989715506847,-41330.10106467904,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0025_baseline,baseline_fixed_cycle_turbofan,blown_flap_clmax_increment_fraction,0.4,-104611.55537619304,16827.478848566134,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0025_adaptive,adaptive_cycle_turbofan,blown_flap_clmax_increment_fraction,0.4,-102980.47687972552,18169.876713370526,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0025_hybrid,adaptive_cycle_plus_hybrid_electric,blown_flap_clmax_increment_fraction,0.4,-146505.56341178864,-14631.989715506847,-41330.10106467904,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0026_baseline,baseline_fixed_cycle_turbofan,approach_descent_angle_deg,-2.5,-104611.55537619304,10102.686962950997,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0026_adaptive,adaptive_cycle_turbofan,approach_descent_angle_deg,-2.5,-102980.47687972552,11460.072493777749,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0026_hybrid,adaptive_cycle_plus_hybrid_electric,approach_descent_angle_deg,-2.5,-146505.56341178864,-21704.278552592266,-41330.10106467904,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0027_baseline,baseline_fixed_cycle_turbofan,approach_descent_angle_deg,-3.5,-104611.55537619304,23549.195873566263,-39897.2915536737,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0027_adaptive,adaptive_cycle_turbofan,approach_descent_angle_deg,-3.5,-102980.47687972552,24876.61292534609,-39823.36356221416,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0027_hybrid,adaptive_cycle_plus_hybrid_electric,approach_descent_angle_deg,-3.5,-146505.56341178864,-7562.934629409254,-41330.10106467904,True,True,True,False,True,287117.0432304107,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0028_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-108598.74510943069,16210.295255061195,-40596.11857131867,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0029_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-108598.74510943069,16210.295255061195,-40596.11857131867,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0030_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-108598.74510943069,16210.295255061195,-40596.11857131867,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0031_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-108598.74510943069,16210.295255061195,-40596.11857131867,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0032_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-116510.76037826852,13400.267983458623,-41684.266795186035,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0033_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-116510.76037826852,13400.267983458623,-41684.266795186035,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0034_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-116510.76037826852,13400.267983458623,-41684.266795186035,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0035_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,-116510.76037826852,13400.267983458623,-41684.266795186035,True,False,True,True,True,0.0,candidate_for_sensitivity_study,rejected_all_segment_low_thrust_margin
V05-0036_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-171957.77221355223,-40426.6801751102,-40826.521503953554,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0037_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-174580.5012271699,-41355.94072731005,-41355.94072731005,True,True,True,False,True,149610.959531181,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0038_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-166131.65489473857,-32380.183030460437,-49559.8411558033,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0039_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-168754.81198587024,-33309.67902529301,-51128.90515580331,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0040_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-174061.1553583963,-35208.54308781659,-41921.84085963268,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0041_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-176780.02181065746,-36190.67923127038,-42295.73805985517,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0042_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-174097.26360677712,-35221.54660621207,-54267.03315580331,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0043_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,-176816.55813655237,-36203.91819229859,-55836.09715580329,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0044_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-178269.8664258883,-47502.78714763286,-47502.78714763286,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0045_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-183585.82524146215,-49400.08368561877,-49400.08368561877,True,True,True,False,True,1446094.3793569778,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0046_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-153553.9884493109,-15093.625984598912,-74232.88477620891,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0047_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-158871.66958569144,-16991.869799028485,-77371.01277620891,True,True,True,False,True,222248.2108285679,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0048_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-176394.01641216702,-36765.616435183365,-42145.651734866406,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0049_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-181902.25010502798,-38768.66415567717,-42903.11595847373,True,True,True,False,True,950085.5040583595,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
V05-0050_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,-145616.71237149564,-2005.5630001624377,-78940.07677620892,True,True,True,False,True,0.0,rejected_approach_only_low_thrust_margin,rejected_all_segment_low_thrust_margin
