case_id,case_family,propulsion_case,design_variable_summary,min_margin_segment_name,raw_min_margin_segment_name,sea_level_static_thrust_N_per_engine,cruise_tsfc_multiplier,cruise_ld,mtow_upper_kg,total_electric_power_W,battery_capacity_Wh,max_generator_power_W_total,hybrid_mass_per_MW_kg,blown_flap_clmax_increment_fraction,approach_descent_angle_deg
V05-0001_baseline,baseline,baseline_fixed_cycle_turbofan,baseline,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0001_adaptive,baseline,adaptive_cycle_turbofan,baseline,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0001_hybrid,baseline,adaptive_cycle_plus_hybrid_electric,baseline,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0002_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,sea_level_static_thrust_N_per_engine=130000,descent,approach_landing,130000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0002_adaptive,one_at_a_time,adaptive_cycle_turbofan,sea_level_static_thrust_N_per_engine=130000,descent,approach_landing,130000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0002_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,sea_level_static_thrust_N_per_engine=130000,descent,approach_landing,130000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0003_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,sea_level_static_thrust_N_per_engine=150000,descent,approach_landing,150000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0003_adaptive,one_at_a_time,adaptive_cycle_turbofan,sea_level_static_thrust_N_per_engine=150000,descent,approach_landing,150000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0003_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,sea_level_static_thrust_N_per_engine=150000,descent,approach_landing,150000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0004_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,cruise_tsfc_multiplier=0.9,descent,approach_landing,115000.0,0.9,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0004_adaptive,one_at_a_time,adaptive_cycle_turbofan,cruise_tsfc_multiplier=0.9,descent,approach_landing,115000.0,0.9,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0004_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,cruise_tsfc_multiplier=0.9,descent,approach_landing,115000.0,0.9,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0005_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,cruise_tsfc_multiplier=1.1,descent,approach_landing,115000.0,1.1,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0005_adaptive,one_at_a_time,adaptive_cycle_turbofan,cruise_tsfc_multiplier=1.1,descent,approach_landing,115000.0,1.1,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0005_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,cruise_tsfc_multiplier=1.1,descent,approach_landing,115000.0,1.1,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0006_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,cruise_ld=13,descent,approach_landing,115000.0,1.0,13.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0006_adaptive,one_at_a_time,adaptive_cycle_turbofan,cruise_ld=13,descent,approach_landing,115000.0,1.0,13.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0006_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,cruise_ld=13,descent,approach_landing,115000.0,1.0,13.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0007_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,cruise_ld=15,descent,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0007_adaptive,one_at_a_time,adaptive_cycle_turbofan,cruise_ld=15,descent,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0007_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,cruise_ld=15,descent,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0008_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,cruise_ld=17,descent,approach_landing,115000.0,1.0,17.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0008_adaptive,one_at_a_time,adaptive_cycle_turbofan,cruise_ld=17,descent,approach_landing,115000.0,1.0,17.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0008_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,cruise_ld=17,descent,approach_landing,115000.0,1.0,17.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0009_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,cruise_ld=18,descent,approach_landing,115000.0,1.0,18.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0009_adaptive,one_at_a_time,adaptive_cycle_turbofan,cruise_ld=18,descent,approach_landing,115000.0,1.0,18.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0009_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,cruise_ld=18,descent,approach_landing,115000.0,1.0,18.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0010_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,mtow_upper_kg=87500,descent,approach_landing,115000.0,1.0,0.0,87500.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0010_adaptive,one_at_a_time,adaptive_cycle_turbofan,mtow_upper_kg=87500,descent,approach_landing,115000.0,1.0,0.0,87500.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0010_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,mtow_upper_kg=87500,descent,approach_landing,115000.0,1.0,0.0,87500.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0011_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,mtow_upper_kg=90000,descent,approach_landing,115000.0,1.0,0.0,90000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0011_adaptive,one_at_a_time,adaptive_cycle_turbofan,mtow_upper_kg=90000,descent,approach_landing,115000.0,1.0,0.0,90000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0011_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,mtow_upper_kg=90000,descent,approach_landing,115000.0,1.0,0.0,90000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0012_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,total_electric_power_W=0,descent,approach_landing,115000.0,1.0,0.0,95000.0,0.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0012_adaptive,one_at_a_time,adaptive_cycle_turbofan,total_electric_power_W=0,descent,approach_landing,115000.0,1.0,0.0,95000.0,0.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0012_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,total_electric_power_W=0,descent,approach_landing,115000.0,1.0,0.0,95000.0,0.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0013_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,total_electric_power_W=2e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,2000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0013_adaptive,one_at_a_time,adaptive_cycle_turbofan,total_electric_power_W=2e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,2000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0013_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,total_electric_power_W=2e+06,approach_landing,approach_landing,115000.0,1.0,0.0,95000.0,2000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0014_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,total_electric_power_W=6e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,6000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0014_adaptive,one_at_a_time,adaptive_cycle_turbofan,total_electric_power_W=6e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,6000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0014_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,total_electric_power_W=6e+06,takeoff,approach_landing,115000.0,1.0,0.0,95000.0,6000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0015_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,total_electric_power_W=8e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,8000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0015_adaptive,one_at_a_time,adaptive_cycle_turbofan,total_electric_power_W=8e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,8000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0015_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,total_electric_power_W=8e+06,takeoff,approach_landing,115000.0,1.0,0.0,95000.0,8000000.0,500000.0,6000000.0,250.0,0.0,-3.0
V05-0016_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,battery_capacity_Wh=250000,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,250000.0,6000000.0,250.0,0.0,-3.0
V05-0016_adaptive,one_at_a_time,adaptive_cycle_turbofan,battery_capacity_Wh=250000,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,250000.0,6000000.0,250.0,0.0,-3.0
V05-0016_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,250000.0,6000000.0,250.0,0.0,-3.0
V05-0017_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,battery_capacity_Wh=1e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,1000000.0,6000000.0,250.0,0.0,-3.0
V05-0017_adaptive,one_at_a_time,adaptive_cycle_turbofan,battery_capacity_Wh=1e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,1000000.0,6000000.0,250.0,0.0,-3.0
V05-0017_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,1000000.0,6000000.0,250.0,0.0,-3.0
V05-0018_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,max_generator_power_W_total=2e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,2000000.0,250.0,0.0,-3.0
V05-0018_adaptive,one_at_a_time,adaptive_cycle_turbofan,max_generator_power_W_total=2e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,2000000.0,250.0,0.0,-3.0
V05-0018_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,max_generator_power_W_total=2e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,2000000.0,250.0,0.0,-3.0
V05-0019_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,max_generator_power_W_total=4e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,4000000.0,250.0,0.0,-3.0
V05-0019_adaptive,one_at_a_time,adaptive_cycle_turbofan,max_generator_power_W_total=4e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,4000000.0,250.0,0.0,-3.0
V05-0019_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,max_generator_power_W_total=4e+06,takeoff,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,4000000.0,250.0,0.0,-3.0
V05-0020_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,max_generator_power_W_total=8e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,8000000.0,250.0,0.0,-3.0
V05-0020_adaptive,one_at_a_time,adaptive_cycle_turbofan,max_generator_power_W_total=8e+06,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,8000000.0,250.0,0.0,-3.0
V05-0020_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,max_generator_power_W_total=8e+06,takeoff,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,8000000.0,250.0,0.0,-3.0
V05-0021_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,hybrid_mass_per_MW_kg=150,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,150.0,0.0,-3.0
V05-0021_adaptive,one_at_a_time,adaptive_cycle_turbofan,hybrid_mass_per_MW_kg=150,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,150.0,0.0,-3.0
V05-0021_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,hybrid_mass_per_MW_kg=150,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,150.0,0.0,-3.0
V05-0022_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,hybrid_mass_per_MW_kg=400,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,400.0,0.0,-3.0
V05-0022_adaptive,one_at_a_time,adaptive_cycle_turbofan,hybrid_mass_per_MW_kg=400,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,400.0,0.0,-3.0
V05-0022_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,hybrid_mass_per_MW_kg=400,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,400.0,0.0,-3.0
V05-0023_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,blown_flap_clmax_increment_fraction=0.1,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.10000000000000009,-3.0
V05-0023_adaptive,one_at_a_time,adaptive_cycle_turbofan,blown_flap_clmax_increment_fraction=0.1,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.10000000000000009,-3.0
V05-0023_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,blown_flap_clmax_increment_fraction=0.1,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.10000000000000009,-3.0
V05-0024_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,blown_flap_clmax_increment_fraction=0.2,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.19999999999999996,-3.0
V05-0024_adaptive,one_at_a_time,adaptive_cycle_turbofan,blown_flap_clmax_increment_fraction=0.2,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.19999999999999996,-3.0
V05-0024_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,blown_flap_clmax_increment_fraction=0.2,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.19999999999999996,-3.0
V05-0025_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,blown_flap_clmax_increment_fraction=0.4,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.3999999999999997,-3.0
V05-0025_adaptive,one_at_a_time,adaptive_cycle_turbofan,blown_flap_clmax_increment_fraction=0.4,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.3999999999999997,-3.0
V05-0025_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,blown_flap_clmax_increment_fraction=0.4,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.3999999999999997,-3.0
V05-0026_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,approach_descent_angle_deg=-2.5,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-2.5
V05-0026_adaptive,one_at_a_time,adaptive_cycle_turbofan,approach_descent_angle_deg=-2.5,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-2.5
V05-0026_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,approach_descent_angle_deg=-2.5,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-2.5
V05-0027_baseline,one_at_a_time,baseline_fixed_cycle_turbofan,approach_descent_angle_deg=-3.5,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.5
V05-0027_adaptive,one_at_a_time,adaptive_cycle_turbofan,approach_descent_angle_deg=-3.5,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.5
V05-0027_hybrid,one_at_a_time,adaptive_cycle_plus_hybrid_electric,approach_descent_angle_deg=-3.5,descent,approach_landing,115000.0,1.0,0.0,95000.0,4000000.0,500000.0,6000000.0,250.0,0.0,-3.5
V05-0028_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,250000.0,2000000.0,150.0,0.0,-3.0
V05-0029_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,250000.0,2000000.0,400.0,0.0,-3.0
V05-0030_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,250000.0,6000000.0,150.0,0.0,-3.0
V05-0031_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,250000.0,6000000.0,400.0,0.0,-3.0
V05-0032_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,1000000.0,2000000.0,150.0,0.0,-3.0
V05-0033_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,1000000.0,2000000.0,400.0,0.0,-3.0
V05-0034_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,1000000.0,6000000.0,150.0,0.0,-3.0
V05-0035_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,15.0,95000.0,0.0,1000000.0,6000000.0,400.0,0.0,-3.0
V05-0036_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,descent,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,250000.0,2000000.0,150.0,0.0,-3.0
V05-0037_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,approach_landing,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,250000.0,2000000.0,400.0,0.0,-3.0
V05-0038_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,250000.0,6000000.0,150.0,0.0,-3.0
V05-0039_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,250000.0,6000000.0,400.0,0.0,-3.0
V05-0040_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,descent,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,1000000.0,2000000.0,150.0,0.0,-3.0
V05-0041_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,descent,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,1000000.0,2000000.0,400.0,0.0,-3.0
V05-0042_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,1000000.0,6000000.0,150.0,0.0,-3.0
V05-0043_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=4e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,4000000.0,1000000.0,6000000.0,400.0,0.0,-3.0
V05-0044_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,approach_landing,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,250000.0,2000000.0,150.0,0.0,-3.0
V05-0045_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,approach_landing,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,250000.0,2000000.0,400.0,0.0,-3.0
V05-0046_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,250000.0,6000000.0,150.0,0.0,-3.0
V05-0047_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,250000.0,6000000.0,400.0,0.0,-3.0
V05-0048_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,descent,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,1000000.0,2000000.0,150.0,0.0,-3.0
V05-0049_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,descent,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,1000000.0,2000000.0,400.0,0.0,-3.0
V05-0050_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,1000000.0,6000000.0,150.0,0.0,-3.0
V05-0051_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=1e+06;cruise_ld=15;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=8e+06,takeoff,approach_landing,115000.0,1.0,15.0,95000.0,8000000.0,1000000.0,6000000.0,400.0,0.0,-3.0
V05-0052_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,18.0,95000.0,0.0,250000.0,2000000.0,150.0,0.0,-3.0
V05-0053_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,18.0,95000.0,0.0,250000.0,2000000.0,400.0,0.0,-3.0
V05-0054_hybrid,selected_grid,adaptive_cycle_plus_hybrid_electric,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=115000;total_electric_power_W=0,descent,approach_landing,115000.0,1.0,18.0,95000.0,0.0,250000.0,6000000.0,150.0,0.0,-3.0
