case_id,propulsion_case,changed_parameter,changed_value,non_approach_limiting_segment,non_approach_min_thrust_margin_N,non_approach_low_thrust_margin,suspected_driver
V05-0160_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,-37945.69555148087,True,descent_surrogate_idle_drag_balance
V05-0161_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,-38324.037545867795,True,descent_surrogate_idle_drag_balance
V05-0162_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,-37950.71392063635,True,descent_surrogate_idle_drag_balance
V05-0163_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=4e+06,descent,-38329.11562756548,True,descent_surrogate_idle_drag_balance
V05-0164_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-37055.608894109864,True,descent_surrogate_idle_drag_balance
V05-0165_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-37795.26279156832,True,descent_surrogate_idle_drag_balance
V05-0166_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-37081.962618573816,True,descent_surrogate_idle_drag_balance
V05-0167_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=250000;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-37821.09199744441,True,descent_surrogate_idle_drag_balance
V05-0168_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-38170.85471009113,True,descent_surrogate_idle_drag_balance
V05-0169_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=2e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-38937.32365480883,True,descent_surrogate_idle_drag_balance
V05-0170_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=150;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-38197.34421084049,True,descent_surrogate_idle_drag_balance
V05-0171_hybrid,adaptive_cycle_plus_hybrid_electric,selected_grid,battery_capacity_Wh=1e+06;cruise_ld=18;hybrid_mass_per_MW_kg=400;max_generator_power_W_total=6e+06;sea_level_static_thrust_N_per_engine=150000;total_electric_power_W=8e+06,descent,-38963.223685554236,True,descent_surrogate_idle_drag_balance
